account_number,customer_cif,customer_branch_ifsc,account_category,account_type,account_status,account_opening_date,inoperative_status_date,credit_summation_period,debit_summation_period
69454590175714,508657715365,HDFC026342,Current,BSBD,Active,08-03-2024,,6688430.6,6497906.81
17105149331202,508657715365,HDFC026342,Fixed Deposit,BSBD,Active,17-10-2024,,2882997.39,8663946.12
9831368728302,966457666667,BARB053887,Savings,BSBD,Active,30-06-2020,,316495.01,8761209.72
6484085002326,739367474432,BKID027632,Salary,Regular,Active,24-12-2024,,1431334.9,398970.42
9201618342096,639986704357,UTIB076432,Current,Regular,Active,09-07-2022,,3237479.2,4967986.67
6915383093764,246071933564,KKBK035631,Salary,BSBD,Active,09-04-2021,,529400.72,3023272.78
9100145354599,842179568774,UTIB077530,Fixed Deposit,BSBD,Active,28-02-2022,,1540038.91,2909131.8
9109289808532,842179568774,UTIB077530,Salary,Regular,Active,04-10-2021,,2189675.39,11139598.1
243009141963,709699106351,ICIC019603,Savings,Regular,Active,13-11-2019,,1398265.51,1915829.23
249366231986,709699106351,ICIC019603,Savings,Premium,Frozen,05-12-2019,,0.0,0.0
11651789107869,333450306167,IOBA054269,Savings,Regular,Active,25-02-2020,,1685921.64,14261383.08
86561695477,333450306167,IOBA054269,Salary,Premium,Active,12-05-2021,,398798.82,8110680.66
2414266976656,274581034328,CNRB011235,Savings,Premium,Active,08-07-2022,,6167970.59,6605635.44
557954647501,485175598451,ICIC098558,Fixed Deposit,Regular,Active,02-04-2024,,7175968.4,3871358.64
620895087934,485175598451,ICIC098558,Current,Corporate,Active,13-12-2024,,4022502.08,6535987.11
88791814052,576817403428,CNRB026917,Salary,BSBD,Active,16-01-2021,,2091327.69,12167142.05
15147070606,576817403428,CNRB026917,Salary,Regular,Active,09-09-2022,,695654.73,1079752.46
9113823920475,869494655725,UTIB052135,Current,Basic,Active,04-07-2019,,865196.59,7190204.95
9144577942333,660481758234,UTIB062722,Fixed Deposit,Regular,Active,11-05-2022,,10505129.5,11787867.02
9183423578036,660481758234,UTIB062722,Current,Regular,Active,30-08-2020,,863493.13,4932443.33
9223865377149,198368197539,UTIB061218,Savings,Basic,Active,23-02-2024,,358508.0,9686869.06
9283438486361,198368197539,UTIB061218,Recurring Deposit,Basic,Active,06-09-2024,,365600.12,2211674.29
2665437522747551,452394641800,PUNB010657,Savings,BSBD,Active,04-03-2024,,1989054.3,2541562.46
23696247367945,637849233310,KKBK084167,Fixed Deposit,Premium,Active,08-12-2016,,868879.25,2377771.53
96916171065383,637849233310,KKBK084167,Savings,Basic,Active,07-07-2022,,5469567.52,5627945.74
17138437503615,313194663827,IOBA043167,Salary,Basic,Active,11-02-2021,,696469.32,266183.59
1211588889941,313194663827,IOBA043167,Savings,Basic,Active,13-04-2024,,1121112.61,9481465.47
3164010945369450,877768627959,PUNB043513,Savings,Regular,Active,02-02-2024,,372784.06,549718.47
783750694800,563347141352,ICIC057500,Savings,Premium,Active,23-10-2024,,6696164.25,7028782.6
664302047719,563347141352,ICIC057500,Savings,Premium,Dormant,09-05-2024,18-05-2024,0.0,17257.67
9549632269148217,862443524129,PUNB045536,Savings,BSBD,Active,16-11-2024,,982600.47,2427825.26
1905918577760934,862443524129,PUNB045536,Savings,Regular,Active,12-08-2024,,742432.77,1771792.7
93165274221957,978715596274,HDFC035646,Savings,BSBD,Active,20-12-2023,,1977219.98,1897886.07
9102365429134,217533516791,UTIB073226,Current,Regular,Active,02-04-2024,,6350323.7,24212181.48
1308430388669741,789876568849,PUNB077074,Salary,Premium,Active,15-08-2020,,4792217.82,5474083.9
9651805506119374,789876568849,PUNB077074,Salary,BSBD,Active,03-03-2024,,4756104.78,3496407.57
9485054984284,638674793872,IOBA084239,Current,Basic,Active,29-07-2022,,3880244.17,4446349.97
72381948761,638674793872,IOBA084239,Recurring Deposit,Regular,Active,04-08-2021,,7003278.04,7769463.68
82915101225,320110009446,SBIN094660,Current,BSBD,Active,23-11-2019,,506231.72,6444819.24
9113961457823,250302876088,UTIB089638,Salary,Premium,Active,03-08-2020,,2294520.0,3040412.91
9219691662477,250302876088,UTIB089638,Savings,Premium,Active,21-07-2022,,500981.17,13288552.02
7030268069141925,386475154485,PUNB066875,Current,Basic,Active,23-08-2024,,243689.41,983161.46
955465576252,985303411102,ICIC083636,Recurring Deposit,Regular,Frozen,21-03-2020,,0.0,0.0
47052272849354,597809957580,KKBK053317,Savings,BSBD,Active,26-12-2023,,2345440.47,2153674.95
7858384734530279,447021476644,PUNB025542,Fixed Deposit,Regular,Active,02-02-2024,,5886455.68,5919186.73
51695266323,248787059938,CNRB039702,Savings,BSBD,Active,24-08-2020,,453796.53,807898.08
8229277832060,248787059938,CNRB039702,Fixed Deposit,Regular,Active,09-02-2022,,2126881.17,2453369.33
35482143493038,802538158000,CNRB072116,Salary,BSBD,Frozen,25-11-2023,,0.0,0.0
5796175297814,560735247750,BARB064172,Savings,Regular,Active,03-06-2021,,313712.24,648779.88
5902325989105,560735247750,BARB064172,Savings,Regular,Active,29-09-2024,,225641.51,4023744.02
347021765035,923885428827,ICIC074773,Current,BSBD,Closed,03-08-2024,,0.0,0.0
10791769274,219510800127,KKBK077295,Fixed Deposit,Regular,Active,17-05-2023,,3594736.64,3688832.85
50477757831,785024901777,SBIN076357,Fixed Deposit,Premium,Active,21-10-2024,,2120138.29,8112487.15
92443369839278,431818184320,CNRB094474,Recurring Deposit,Premium,Active,05-07-2023,,1852280.45,2649306.74
60720895893,431818184320,CNRB094474,Current,Premium,Active,06-07-2023,,5497702.14,5727054.88
5296431524900247,247627726932,PUNB042230,Fixed Deposit,Premium,Active,02-11-2021,,3519821.96,6137591.58
2553885425012362,247627726932,PUNB042230,Current,Basic,Active,30-12-2023,,6724730.8,5449114.75
60276152123,648304703429,IOBA060797,Fixed Deposit,BSBD,Active,27-03-2024,,2173883.37,1954809.33
1741616053220,648304703429,IOBA060797,Savings,BSBD,Active,10-12-2024,,1455766.33,9024821.59
84036323253,455405182830,IOBA054984,Fixed Deposit,Regular,Active,16-04-2024,,4740604.91,1943797.92
33680548813353,455405182830,IOBA054984,Fixed Deposit,Corporate,Active,14-09-2022,,7271887.75,2436131.74
9112022093547,817802872290,UTIB023021,Savings,Premium,Active,16-05-2020,,3865140.39,4792295.29
64649923363663,797266620951,HDFC028404,Savings,BSBD,Active,22-07-2021,,4285760.71,4779596.26
81837166724729,797266620951,HDFC028404,Fixed Deposit,BSBD,Active,01-06-2020,,517492.4,6413956.05
9389700433612285,572344074010,PUNB058216,Current,Regular,Active,03-01-2018,,1421896.94,5274931.15
51501038560700,515075353684,BARB062571,Current,Premium,Active,27-07-2018,,1477508.06,2009339.23
3238266438534196,694569883180,PUNB021062,Savings,BSBD,Active,07-10-2024,,1343596.93,2986030.19
87645029612077,188888852510,HDFC051756,Current,Premium,Active,09-08-2019,,2230276.08,8900824.03
301865400230,992202655201,ICIC092004,Current,BSBD,Frozen,09-09-2024,,0.0,0.0
71211488681,255832156573,IOBA023566,Savings,BSBD,Active,30-08-2023,,200679.3,465614.64
996405786700,420059899450,BARB017514,Current,Premium,Active,06-06-2020,,1705417.7,3556608.58
200742265695,420059899450,BARB017514,Current,BSBD,Active,17-04-2022,,1016432.48,11878294.75
6534182063692353,523905329395,PUNB028903,Current,Basic,Active,11-06-2024,,279760.07,14108413.18
249131104330,815047513711,ICIC075023,Savings,Regular,Active,11-08-2024,,5689088.65,6288774.78
258724033552,815047513711,ICIC075023,Current,Basic,Active,01-08-2023,,588348.61,2232281.12
97043965543040,282962415305,BKID036164,Salary,Regular,Active,08-10-2024,,52983.79,1827629.83
6099612287418,282962415305,BKID036164,Fixed Deposit,Regular,Active,28-04-2022,,1417950.62,3726237.9
23341702466969,579990950412,IOBA018385,Savings,Premium,Active,24-06-2022,,6906416.42,7222863.22
733732353338,329524337013,IOBA012733,Fixed Deposit,Premium,Active,17-07-2024,,3760905.04,3905898.44
9550763083647,971667661846,KKBK011860,Current,Corporate,Active,30-07-2023,,2934048.59,1775540.1
78327884427,971667661846,KKBK011860,Current,Corporate,Frozen,10-03-2019,,0.0,0.0
97824090598,903397977645,SBIN010310,Recurring Deposit,Premium,Active,12-11-2022,,39100.31,1438831.42
78235489739734,108250599576,HDFC080869,Salary,Regular,Active,23-11-2016,,6667906.47,6476602.21
3724447235330809,332344952809,PUNB096735,Savings,Regular,Active,08-03-2021,,145638.65,11116348.72
7681171661065137,332344952809,PUNB096735,Savings,Basic,Active,26-01-2023,,9301117.18,8778279.91
316914365431,121097412612,BKID083414,Current,BSBD,Active,18-11-2021,,5400124.74,6018477.24
86131037341627,831546246704,HDFC089068,Savings,BSBD,Active,14-04-2017,,271627.09,265246.71
63940601659191,397088447238,HDFC020605,Fixed Deposit,Corporate,Active,20-09-2024,,1590900.53,7763523.95
85743583242,702181008293,BKID064548,Savings,Regular,Active,06-10-2021,,418044.14,10850058.49
9289281856125,986401075748,UTIB096355,Savings,Premium,Active,16-07-2018,,5682148.13,5586121.26
3197787973994,369346843977,BKID085198,Savings,Basic,Active,01-04-2019,,7953656.31,8095760.55
6782040265635,369346843977,BKID085198,Salary,BSBD,Active,28-03-2021,,2044010.53,10314988.21
554923722414,905863738571,BARB042798,Salary,Basic,Active,08-11-2019,,113021.37,17636693.63
30077412036597,118120415174,IOBA029683,Savings,Basic,Active,29-03-2023,,3582183.89,5742482.5
34362985348,118120415174,IOBA029683,Fixed Deposit,Basic,Active,17-08-2022,,5225823.28,4096432.48
4152620324931014,274705032997,PUNB023484,Fixed Deposit,Regular,Active,12-07-2016,,2650231.89,2016723.49
19433251459,720511001957,SBIN055194,Salary,Regular,Active,23-03-2019,,649056.41,538242.55
355317274968,377106999811,CNRB013583,Savings,BSBD,Active,14-02-2022,,392542.13,7287362.38
3342711513352,752807674652,BARB096996,Current,Premium,Active,25-08-2024,,969418.41,10262083.06
9256318681821,339447246547,UTIB084649,Savings,BSBD,Active,05-10-2023,,3720258.9,3414358.02
9270298286432,339447246547,UTIB084649,Fixed Deposit,Basic,Frozen,25-10-2022,,0.0,0.0
988843006985,322275628554,ICIC015431,Savings,Regular,Active,20-12-2024,,3478010.38,2450183.11
727401863204,322275628554,ICIC015431,Savings,BSBD,Active,05-06-2024,,5969597.06,9164060.05
279643535771,625735745614,BARB079095,Salary,BSBD,Active,01-10-2022,,1614860.61,2098637.52
185683563698,645373019279,KKBK038506,Salary,BSBD,Active,25-11-2018,,3930032.79,4327666.93
4096024395787,645373019279,KKBK038506,Savings,Regular,Active,13-01-2023,,6043019.51,6013557.47
36000544434,741327766625,SBIN064814,Fixed Deposit,Basic,Active,30-06-2022,,1275657.12,7810646.33
13612299706773,938253404314,HDFC073622,Current,Regular,Active,29-01-2022,,8168787.51,9178121.58
20185197683835,938253404314,HDFC073622,Salary,Premium,Active,18-06-2022,,3888539.64,4456404.67
834643499966,575786301287,ICIC096647,Salary,Premium,Active,14-04-2022,,430541.6,1684878.01
96278138621929,482329891654,KKBK040250,Fixed Deposit,Basic,Active,14-12-2021,,1471570.65,2881513.92
9470530085775,482329891654,KKBK040250,Current,BSBD,Active,26-05-2023,,1740332.02,5271299.12
62173834562174,770790381948,BARB092330,Salary,Regular,Active,09-08-2021,,5093774.67,5625698.21
9403888122292,770790381948,BARB092330,Fixed Deposit,Regular,Active,07-01-2016,,8180143.8,9001753.4
210257391820,624982694072,ICIC026691,Fixed Deposit,Basic,Active,22-08-2020,,294984.85,4424117.7
9142685299339,686346979606,UTIB017156,Recurring Deposit,Premium,Dormant,29-08-2024,22-09-2024,0.0,106549.82
116427973211,310621981445,ICIC095071,Current,Regular,Frozen,11-02-2024,,0.0,0.0
411108704826,310621981445,ICIC095071,Fixed Deposit,Regular,Active,16-11-2023,,7419857.59,9909756.95
307799282672,266948330751,ICIC018202,Recurring Deposit,Basic,Active,22-12-2021,,1782667.11,992909.44
16521442416,445402635337,SBIN067898,Fixed Deposit,Premium,Active,15-11-2024,,544725.89,1662844.31
57950474469,804290573788,KKBK010957,Current,Regular,Active,26-04-2020,,11836253.4,8950826.03
1993228826226,281754158955,IOBA035813,Fixed Deposit,Regular,Active,28-07-2023,,6681365.95,4159186.62
9116685726873,582149202067,UTIB053941,Current,Corporate,Dormant,19-12-2015,07-07-2017,0.0,0.0
9140609750980,732454704960,UTIB061637,Fixed Deposit,BSBD,Active,06-03-2024,,2242922.45,2185338.16
9131055728081,732454704960,UTIB061637,Current,Premium,Dormant,26-08-2022,08-12-2022,3854.09,0.0
364977502934,561593640501,ICIC091770,Savings,Regular,Active,18-09-2020,,1851758.28,10083653.84
48341691809,915991081812,CNRB033255,Savings,Premium,Active,05-09-2024,,659628.16,7918290.4
25470621980700,830078221354,CNRB028203,Savings,Premium,Active,26-03-2021,,1748193.47,1889767.73
69917920992758,830078221354,CNRB028203,Fixed Deposit,Basic,Active,20-03-2017,,207217.82,790592.23
9147468036697,204291901485,UTIB020757,Savings,BSBD,Active,09-03-2022,,1245392.18,1846302.67
9249974407580,204291901485,UTIB020757,Salary,BSBD,Active,23-02-2023,,1712522.09,2314129.97
26510821650,260637644143,SBIN035538,Savings,Basic,Active,10-08-2016,,1525679.43,6604491.96
58031133711016,235372501964,CNRB085066,Fixed Deposit,Premium,Active,06-06-2022,,5744853.42,5253795.61
46569179060053,235372501964,CNRB085066,Fixed Deposit,BSBD,Active,17-08-2024,,1240416.68,2437937.75
615246523218,211342338292,IOBA026973,Salary,BSBD,Active,08-12-2016,,628676.86,12525670.3
14492933195713,107066142350,HDFC071526,Salary,Regular,Active,31-12-2023,,952084.58,1909966.71
50099235198999,107066142350,HDFC071526,Fixed Deposit,Basic,Active,02-11-2024,,7739812.17,8351587.34
181161985532,101128442852,KKBK026367,Savings,Basic,Active,10-11-2024,,7228573.34,6856429.04
76461066609724,101128442852,KKBK026367,Savings,Basic,Active,15-02-2024,,4057461.2,3802503.62
835113098716,444405396501,ICIC082720,Fixed Deposit,Premium,Active,19-09-2022,,61249.18,11859404.15
57661284495,425916674396,SBIN017537,Fixed Deposit,Regular,Active,26-01-2024,,1286418.7,15018265.08
360242222541,484595887883,BKID078882,Savings,BSBD,Active,19-11-2024,,214964.04,18230726.67
666505661578,520482862419,ICIC075586,Recurring Deposit,Basic,Active,11-10-2020,,985001.31,9130237.62
57838975664213,373805972912,HDFC075141,Salary,Premium,Dormant,27-08-2021,04-12-2024,1735.97,2183.11
26860311169041,373805972912,HDFC075141,Salary,Basic,Active,20-03-2022,,114623.69,2284094.74
28399262053187,636870780234,CNRB068583,Salary,Basic,Active,11-09-2019,,1202688.46,1989429.65
208833331949,636870780234,CNRB068583,Current,BSBD,Active,22-02-2021,,1444727.98,1391796.95
26258407039,903405498856,SBIN073361,Salary,Regular,Active,10-11-2021,,389875.56,820232.14
546300049710,893544484411,CNRB093293,Savings,BSBD,Active,19-06-2022,,2118972.25,2554696.41
7639126976992,927971848889,BKID039586,Recurring Deposit,Premium,Active,21-08-2024,,1740638.46,7285209.32
904999429977,247386685994,ICIC035998,Savings,Regular,Active,22-05-2022,,4060383.02,4277753.1
868549809502,247386685994,ICIC035998,Current,BSBD,Active,01-10-2022,,2644526.99,2802310.61
9272834040559,266086422369,UTIB077477,Salary,Premium,Active,15-07-2024,,1426140.0,24122870.81
9170425364060,266086422369,UTIB077477,Salary,BSBD,Active,10-04-2024,,5778898.27,5710750.22
93165062850576,997830709294,BARB027132,Recurring Deposit,Basic,Active,15-03-2024,,4111973.67,4586307.37
45433145471,997830709294,BARB027132,Salary,Basic,Active,12-10-2022,,736979.05,8053887.72
9240694682023,728396645004,UTIB098749,Salary,Premium,Active,25-09-2021,,2675043.8,1188553.1
83218627837832,238604083638,CNRB074217,Salary,Regular,Active,20-10-2023,,180401.73,257579.61
8166120042970,238604083638,CNRB074217,Recurring Deposit,BSBD,Active,09-04-2017,,1251420.91,918662.3
9262033830189,190837032767,UTIB070836,Current,Regular,Active,29-05-2021,,6680295.46,9873982.97
9214485698881,190837032767,UTIB070836,Fixed Deposit,Corporate,Active,19-09-2022,,3360465.39,7139126.49
9104809715065,304191363626,UTIB052087,Salary,Basic,Active,09-03-2022,,1335057.16,1731089.86
9131996784899,304191363626,UTIB052087,Savings,Regular,Active,19-09-2021,,1478331.32,9059624.05
9259180980970,484932343890,UTIB073940,Current,Regular,Active,05-06-2021,,634653.58,5219847.58
25888629644,472158707702,KKBK088152,Current,Premium,Active,04-02-2024,,1483227.26,9896228.52
904801233879,472158707702,KKBK088152,Salary,Regular,Dormant,31-07-2023,09-01-2024,32797.06,0.0
502833075159,730049935180,BARB070561,Current,Corporate,Active,10-04-2017,,8300295.67,14572240.29
233944850451,730049935180,BARB070561,Current,Corporate,Active,14-07-2017,,2805765.32,9673526.82
19984508399389,960670610701,CNRB024670,Salary,Premium,Active,14-04-2017,,1789847.84,3679855.52
427840026320,544084480371,ICIC047298,NRO,Regular,Active,28-08-2024,,631467.03,4966207.12
7939935836383823,926465338272,PUNB016992,Salary,BSBD,Active,01-12-2019,,6245069.69,6001765.37
9232808566709088,926465338272,PUNB016992,Salary,Basic,Active,06-08-2024,,4330435.8,4589617.71
9226446675809,600411884517,UTIB025485,Fixed Deposit,Basic,Active,07-11-2022,,1621103.49,1484985.59
575920248045,673055546576,ICIC051400,Savings,BSBD,Active,26-02-2024,,670303.75,300998.51
926473941320,673055546576,ICIC051400,Savings,BSBD,Active,19-10-2024,,904509.68,14374821.29
9102663569726,841568852020,UTIB059143,Savings,Premium,Active,27-01-2017,,821826.77,811870.33
9154777593955,373368259976,UTIB015293,Savings,BSBD,Dormant,25-04-2023,15-03-2024,0.0,0.0
9285963736627,373368259976,UTIB015293,Salary,Premium,Dormant,08-02-2023,04-12-2024,2348.44,15843.84
24779931601645,774977567107,CNRB053239,Savings,Premium,Active,04-08-2023,,4494431.94,4495377.91
67125672253609,438507558592,HDFC022507,Fixed Deposit,Basic,Active,18-10-2022,,7056447.25,7083438.03
51517435987361,438507558592,HDFC022507,Savings,BSBD,Dormant,11-03-2024,14-05-2024,119607.76,10316.01
604618915099,791087796625,CNRB098049,Recurring Deposit,BSBD,Dormant,08-04-2024,15-04-2024,31294.41,1251.16
95365431466,791087796625,CNRB098049,Salary,Premium,Active,14-05-2024,,284566.03,305793.86
779218848972,926546045524,ICIC026164,Recurring Deposit,BSBD,Active,06-01-2018,,1641749.8,2496022.87
22076519761534,286446892405,KKBK046135,Savings,Regular,Active,01-06-2022,,642583.62,6453026.06
62738819664,282720124616,SBIN088179,Savings,Regular,Active,10-02-2018,,1808492.42,14199933.0
65042263825,514936037989,CNRB082053,Savings,BSBD,Active,09-11-2024,,439395.71,313584.09
66457940060,514936037989,CNRB082053,Fixed Deposit,BSBD,Active,25-06-2022,,479779.34,457509.39
4063087998558778,831323251000,PUNB014928,Recurring Deposit,BSBD,Active,16-01-2022,,1342757.76,3422210.73
9195894679953,350354695648,UTIB088048,Recurring Deposit,Basic,Active,15-01-2024,,5346468.42,5631677.9
77811051593896,928539556810,IOBA031471,Current,Regular,Active,01-03-2021,,346324.75,7582386.4
1712090200430,928539556810,IOBA031471,Salary,Basic,Dormant,13-09-2020,27-08-2023,3250.15,138920.84
43039739616679,504008014898,HDFC091196,Fixed Deposit,Corporate,Active,02-12-2023,,14295910.12,7616422.9
53663095889,561484725075,BARB085578,Current,Regular,Active,19-11-2024,,533157.25,8485841.17
55772312642,561484725075,BARB085578,Savings,BSBD,Active,19-11-2024,,4983784.27,4998351.11
61931418445,741320671622,KKBK010601,Current,Corporate,Active,06-08-2022,,54763.37,8235072.22
